waveform	Dev0/Ai0	Dev0/Ai1	Dev0/Ai2	Dev0/Ai3	Dev0/Ai6	Dev0/Ai8	Dev0/Ai9	Dev0/Ai10	Dev0/Ai11	Dev0/Ai13	Dev0/Ai14	[11]	[12]	[13]	[14]
t0	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	01.01.1904  01:00:00,000000	01.01.1904  01:00:00,000000	01.01.1904  01:00:00,000000	01.01.1904  01:00:00,000000
delta t	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	1,000000	1,000000	1,000000	1,000000

time	Dev0/Ai0	Dev0/Ai1	Dev0/Ai2	Dev0/Ai3	Dev0/Ai6	Dev0/Ai8	Dev0/Ai9	Dev0/Ai10	Dev0/Ai11	Dev0/Ai13	Dev0/Ai14	Y[11]	Y[12]	Y[13]	Y[14]
22.06.2018  14:46:54,867746	-3,219654E-2	-2,761883E-2	-1,407034E+0	1,480583E+0	1,297017E-3	-3,341726E-2	-2,761883E-2	-7,588311E-1	6,367590E-1	5,905242E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867846	-2,273594E-2	-2,548257E-2	-1,404288E+0	1,476310E+0	2,975509E-3	-2,761883E-2	-2,304112E-2	-8,589303E-1	6,504921E-1	6,179904E-2	1,907378E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867946	-2,761883E-2	-2,456702E-2	-1,375296E+0	1,482109E+0	1,602197E-3	-3,128099E-2	-2,883955E-2	-8,165103E-1	6,413367E-1	5,050736E-2	2,517739E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868046	-2,853437E-2	-2,273594E-2	-1,330434E+0	1,489128E+0	-5,340658E-4	-2,273594E-2	-2,151522E-2	-8,378729E-1	6,419470E-1	5,661097E-2	1,754788E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868146	-2,182040E-2	-4,409857E-2	-1,331044E+0	1,492180E+0	5,000000E+0	-2,029450E-2	-1,998932E-2	-9,315633E-1	6,303502E-1	5,905242E-2	1,754788E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868246	-2,151522E-2	-3,097581E-2	-1,284657E+0	1,498894E+0	5,000000E+0	-1,663233E-2	-3,402762E-2	-8,900588E-1	6,465248E-1	5,508507E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868346	-3,158617E-2	-2,761883E-2	-1,283131E+0	1,501945E+0	5,000000E+0	-3,646906E-2	-2,731365E-2	-9,172198E-1	6,477455E-1	5,783169E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868446	-2,822919E-2	-2,517739E-2	-1,261158E+0	1,497368E+0	1,907378E-3	-2,975509E-2	-2,761883E-2	-1,001144E+0	6,364538E-1	6,149386E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868546	-3,006027E-2	-2,761883E-2	-1,242237E+0	1,500420E+0	1,907378E-3	-2,609293E-2	-2,914473E-2	-9,639124E-1	6,504921E-1	5,844205E-2	2,822919E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,868646	-3,158617E-2	-2,609293E-2	-1,240711E+0	1,528191E+0	1,907378E-3	-2,792401E-2	-2,182040E-2	-9,938201E-1	6,501869E-1	6,240940E-2	2,212558E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
